call_number,New,add,recordid,record,JSON,Linked Data,lib,lib,lib-ua-collection,lib-manuscript,oac-archives,oac-collections
D-532,TEST,T,alma990032475490403126,record,JSON,LD,,T,,ark:/13030/kt200033m3/,,ark:/13030/kt200033m3/
D-533,TEST,T,alma990036080990403126,record,JSON,LD,,T,,ark:/13030/c8mg7qp7,,ark:/13030/c8mg7qp7/
D-534,TEST,T,alma990032500100403126,record,JSON,LD,,T,,ark:/13030/kt2p3035g1/,,ark:/13030/kt2p3035g1/
D-535,TEST,T,alma990033151620403126,record,JSON,LD,,T,,ark:/13030/kt400035mp/,,ark:/13030/kt400035mp/
D-536,TEST,T,alma990033269460403126,record,JSON,LD,,T,,ark:/13030/c82r3tv0/,,ark:/13030/c82r3tv0/
D-537,TEST,T,alma990033151650403126,record,JSON,LD,,T,,ark:/13030/kt6q2nf6ch/,,ark:/13030/kt6q2nf6ch/
D-538,TEST,T,alma990033269480403126,record,JSON,LD,,T,,ark:/13030/c8p271dv/,,ark:/13030/c8j390tp/
D-539,TEST,T,alma990035840890403126,record,JSON,LD,,T,,ark:/13030/c80k299w/,,ark:/13030/c80k299w/
D-540,TEST,T,alma990033344850403126,record,JSON,LD,,T,,ark:/13030/c84m96q8/,,ark:/13030/c8sn0h7j/
D-541,TEST,T,alma990033344870403126,record,JSON,LD,,T,,ark:/13030/c86d5w79/,,ark:/13030/c86d5w79/
D-542,TEST,T,alma990033344820403126,record,JSON,LD,,T,,ark:/13030/c85h7jfb/,,ark:/13030/c85h7jfb/
D-543,TEST,T,alma990037062530403126,record,JSON,LD,,T,,ark:/13030/c89888cb/,,ark:/13030/c89888cb/
D-544,TEST,T,alma990034135630403126,record,JSON,LD,,T,,ark:/13030/c8sj1jbn/,,ark:/13030/c8sj1jbn/
D-545,TEST,T,alma990033642120403126,record,JSON,LD,,T,,ark:/13030/kt8489s1kk/,,ark:/13030/kt8489s1kk/
D-546,TEST,T,alma990033528290403126,record,JSON,LD,,T,,ark:/13030/kt3c6035zm/,,ark:/13030/kt3c6035zm/
D-547,TEST,T,alma990034486560403126,record,JSON,LD,,T,,ark:/13030/c8qv3ks4/,,ark:/13030/c8qv3ks4/
D-548,TEST,T,alma990034135620403126,record,JSON,LD,,T,,ark:/13030/c8154hns/,,ark:/13030/c8154hns/
D-549,TEST,T,alma990034472210403126,record,JSON,LD,,T,,ark:/13030/c8qf8w3n/,,ark:/13030/c8qf8w3n/
D-550,TEST,T,alma990036842060403126,record,JSON,LD,,T,,ark:/13030/c8z039gb/,,ark:/13030/c8z039gb/
D-551,TEST,T,alma990034473720403126,record,JSON,LD,,T,,ark:/13030/c8s181t6/,,ark:/13030/c8s181t6/
D-552,TEST,T,alma990035737070403126,record,JSON,LD,,T,,ark:/13030/c8hx1f07/,,ark:/13030/c8hx1f07/
D-553,TEST,T,alma990035479000403126,record,JSON,LD,,T,,ark:/13030/c8vt1rfv/,,ark:/13030/c8vt1rfv/
D-554,TEST,T,alma990035913130403126,record,JSON,LD,,T,,ark:/13030/c8cr5xq0/,,ark:/13030/c8cr5xq0/
D-555,TEST,T,alma990035913120403126,record,JSON,LD,,T,,ark:/13030/c88055zh/,,ark:/13030/c88055zh/
D-556,TEST,T,alma990035899790403126,record,JSON,LD,,T,,ark:/13030/c8qr4xwz/,,ark:/13030/c8qr4xwz/
D-557,TEST,T,alma990035832690403126,record,JSON,LD,,T,,ark:/13030/c88916kk/,,ark:/13030/c88916kk/
D-558,TEST,T,alma990037062510403126,record,JSON,LD,,T,,ark:/13030/c8bk1d35/,,ark:/13030/c8bk1d35/
D-559,TEST,T,alma990035806650403126,record,JSON,LD,,T,,ark:/13030/c8m9099z/,,ark:/13030/c8m9099z/
D-560,TEST,T,alma990037196320403126,record,JSON,LD,,T,,ark:/13030/kt4870205h,,ark:/13030/c86t0pv4/
D-561,TEST,T,alma990035832660403126,record,JSON,LD,,T,,ark:/13030/c84j0fvv/,,ark:/13030/c84j0fvv/
D-562,TEST,T,alma990035806660403126,record,JSON,LD,,T,,ark:/13030/c8xk8g85/,,ark:/13030/c8xk8g85/
D-563,TEST,T,alma990037334060403126,record,JSON,LD,,T,,ark:/13030/c89g5q2m/,,ark:/13030/c89g5q2m/
D-564,TEST,T,alma990035899800403126,record,JSON,LD,,T,,ark:/13030/c8m0466s/,,ark:/13030/c8m0466s/
D-565,TEST,T,alma990037197240403126,record,JSON,LD,,T,,ark:/13030/c83b6291/,,ark:/13030/c83b6291/
D-566,TEST,T,alma990036053750403126,record,JSON,LD,,T,,ark:/13030/c8pk0hcq/,,ark:/13030/c8pk0hcq/
D-567,TEST,T,alma990036918740403126,record,JSON,LD,,T,,ark:/13030/c89s1sws/,,ark:/13030/c89s1sws/
D-568,TEST,T,alma990037001270403126,record,JSON,LD,,T,,ark:/13030/c8xd1402/,,ark:/13030/c8xd1402/
D-569,TEST,T,alma990036053740403126,record,JSON,LD,,T,,ark:/13030/c86m382x/,,ark:/13030/c86m382x/
D-570,TEST,T,alma990036649190403126,record,JSON,LD,,T,,ark:/13030/c8dn46d5/,,ark:/13030/c8dn46d5/
D-571,TEST,T,alma990037146510403126,record,JSON,LD,,T,,,,ark:/13030/c88w3hnt/
D-572,TEST,T,alma990037196340403126,record,JSON,LD,,T,,ark:/13030/c8zk5jvs/,,ark:/13030/c8zk5jvs/
D-573,TEST,T,alma990037182490403126,record,JSON,LD,,T,,ark:/13030/c8cn778m/,,ark:/13030/c8cn778m/
D-574,TEST,T,alma990037333890403126,record,JSON,LD,,T,,ark:/13030/tf9290075w,,ark:/13030/c83n25fn/
D-575,TEST,T,alma990039176550403126,record,JSON,LD,,T,,ark:/13030/c82n55pm/,,ark:/13030/c82n55pm/
D-576,TEST,T,alma990036797480403126,record,JSON,LD,,T,,,,ark:/13030/c8rn39wd/
D-577,TEST,T,alma990038520410403126,record,JSON,LD,,T,,ark:/13030/c8251nc1/,,ark:/13030/c8251nc1/
D-578,skip,,alma990037268530403126,record,JSON,LD,,T,,ark:/13030/c8h70j1n/,,ark:/13030/c8h70j1n/
D-579,todo,T,alma990037712000403126,record,JSON,LD,,,,,,ark:/13030/c8154kbk/
D-580,TEST,T,alma990038802660403126,record,JSON,LD,,T,,ark:/13030/c86q22x9/,,ark:/13030/c86q22x9/
D-581,TEST,T,alma990037689400403126,record,JSON,LD,,T,,ark:/13030/c8445psm/,,ark:/13030/c8445psm/
D-582,TEST,T,alma990039176570403126,record,JSON,LD,,T,,ark:/13030/c8xw4p6b/,,ark:/13030/c8xw4p6b/
D-583,TEST,T,alma990038584650403126,record,JSON,LD,,T,,ark:/13030/c84q7zc5/,,ark:/13030/c84q7zc5/
D-584,TEST,T,alma990039176580403126,record,JSON,LD,,T,,ark:/13030/c81v5jbf/,,ark:/13030/c81v5jbf/
D-585,skip,,alma990039176600403126,record,JSON,LD,,T,,ark:/13030/c80z76nt/,,ark:/13030/c80z76nt/
D-586,todo,T,alma990038875390403126,record,JSON,LD,,,,,,ark:/13030/c8d79fmh/
D-587,TEST,T,alma990039176620403126,record,JSON,LD,,T,,,,ark:/13030/c8g73m19/
D-588,TEST,T,alma990038867560403126,record,JSON,LD,,T,,ark:/13030/c8t43xgx/,,ark:/13030/c8t43xgx/
D-589,TEST,T,alma990039176790403126,record,JSON,LD,,T,,,,ark:/13030/c8st7w44/
D-590,TEST,T,alma990039209280403126,record,JSON,LD,,T,,ark:/13030/c81z47tn/,,ark:/13030/c81z47tn/
D-591,TEST,T,alma990039645260403126,record,JSON,LD,,T,,ark:/13030/c86m3cbr/,,ark:/13030/c86m3cbr/
D-592,TEST,T,alma9980951442203126,record,JSON,LD,,T,,ark:/13030/c8b56p4p/,,ark:/13030/c8b56p4p/
D-593,TEST,T,alma990039645100403126,record,JSON,LD,,T,,ark:/13030/c86d5xdz/,,ark:/13030/c86d5xdz/
D-594,TEST,T,alma990039645120403126,record,JSON,LD,,T,,ark:/13030/c82v2mkk/,,ark:/13030/c82v2mkk/
D-595,TEST,T,alma990039645150403126,record,JSON,LD,,T,,ark:/13030/c8zw1rck/,,ark:/13030/c8zw1rck/
D-596,TEST,T,alma990039785150403126,record,JSON,LD,,T,,ark:/13030/c8h136j9/,,ark:/13030/c8h136j9/
D-597,TEST,T,alma990039361800403126,record,JSON,LD,,T,,ark:/13030/c83f4v4k/,,ark:/13030/c83f4v4k/
D-598,TEST,T,alma990039361810403126,record,JSON,LD,,T,,ark:/13030/c8mc94fs/,,ark:/13030/c8mc94fs/
D-599,TEST,T,alma990039809100403126,record,JSON,LD,,T,,ark:/13030/c8q81jkd/,,ark:/13030/c8q81jkd/
D-600,TEST,T,alma9980951651403126,record,JSON,LD,,T,,ark:/13030/c8t15883/,,ark:/13030/c8t15883/
D-601,TEST,T,alma9980963157403126,record,JSON,LD,,T,,ark:/13030/c8028x80/,,ark:/13030/c8028x80/
D-602,TEST,T,alma9980951220803126,record,JSON,LD,,T,,ark:/13030/c8891bjs/,,ark:/13030/c8891bjs/
D-603,TEST,T,alma9980952338703126,record,JSON,LD,,T,,ark:/13030/c8pv6r15/,,ark:/13030/c8pv6r15/
D-604,TEST,T,alma9980951220903126,record,JSON,LD,,T,,ark:/13030/c8bc445t/,,ark:/13030/c8bc445t/
D-605,TEST,T,alma9981057530003126,record,JSON,LD,,T,,ark:/13030/c8ws90d9/,,ark:/13030/c8ws90d9/
D-606,TEST,T,alma9980991648303126,record,JSON,LD,,T,,ark:/13030/c8js9w5t/,,ark:/13030/c8js9w5t/
D-607,TEST,T,alma9981090539903126,record,JSON,LD,,T,,ark:/13030/c8hx1k2s/,,ark:/13030/c8hx1k2s/
D-608,TEST,T,alma9981078656203126,record,JSON,LD,,T,,,,ark:/13030/c8g44wmk/
D-609,TEST,T,alma9980991644003126,record,JSON,LD,,T,,ark:/13030/c8xd16ct/,,ark:/13030/c8xd16ct/
D-610,TEST,T,alma9980996253403126,record,JSON,LD,,T,,ark:/13030/c8qz2h13/,,ark:/13030/c8qz2h13/
D-611,TEST,T,alma9980998947303126,record,JSON,LD,,T,,ark:/13030/c8j38znn/,,ark:/13030/c8j38znn/
D-612,TEST,T,alma9980991643903126,record,JSON,LD,,T,,ark:/13030/c8t43zwq/,,ark:/13030/c8t43zwq/
D-613,TEST,T,alma9981053738703126,record,JSON,LD,,T,,ark:/13030/c8028xpc/,,ark:/13030/c8028xpc/
D-614,TEST,T,alma9981057436403126,record,JSON,LD,,T,,ark:/13030/c8js9wk6/,,ark:/13030/c8js9wk6/
D-615,TEST,T,alma9981051937703126,record,JSON,LD,,T,,ark:/13030/c8sb4bvz/,,ark:/13030/c8sb4bvz/
D-616,TEST,T,alma9980991643803126,record,JSON,LD,,T,,ark:/13030/c870868s/,,ark:/13030/c870868s/
D-617,TEST,T,alma9981064552903126,record,JSON,LD,,T,,ark:/13030/c8sn0g57/,,ark:/13030/c8sn0g57/
D-618,TEST,T,alma9981053738503126,record,JSON,LD,,T,,ark:/13030/c88d02fs/,,ark:/13030/c88d02fs/
D-619,TEST,T,alma9981086336903126,record,JSON,LD,,T,,,,ark:/13030/c8xg9xf4/
D-620,TEST,T,alma9981053644903126,record,JSON,LD,,T,,ark:/13030/c8pc37jq/,,ark:/13030/c8pc37jq/
D-621,TEST,T,alma9981055458103126,record,JSON,LD,,T,,ark:/13030/c8cf9w85/,,ark:/13030/c8cf9w85/
D-622,TEST,T,alma9981078857803126,record,JSON,LD,,T,,ark:/13030/c8mp58kt/,,ark:/13030/c8mp58kt/
D-623,TEST,T,,,,,,T,,ark:/13030/c8dz0fkw/,,ark:/13030/c8dz0fkw/
D-624,TEST,T,alma9981053738303126,record,JSON,LD,,T,,ark:/13030/c8d50t37/,,ark:/13030/c8d50t37/
D-625,TEST,T,alma9981055659103126,record,JSON,LD,,T,,ark:/13030/c84x5dzg/,,ark:/13030/c84x5dzg/
D-626,TEST,T,alma9981057529903126,record,JSON,LD,,T,,,,ark:/13030/c81j9gz3/
D-627,TEST,T,alma9981055559003126,record,JSON,LD,,T,,,,ark:/13030/c83x8csn/
D-628,skip,,alma9981088537803126,record,JSON,LD,,T,,ark:/13030/c88p65xb/,,ark:/13030/c88p65xb/
D-629,skip,,alma9981090735903126,record,JSON,LD,,,,,,ark:/13030/c8794b3s/
D-630,todo,T,alma9981090740603126,record,JSON,LD,,,,,,ark:/13030/c8f1953q/
D-631,skip,,alma9981090740503126,record,JSON,LD,,T,,,,ark:/13030/c8jq16fd/
D-632,skip,,alma9981090735803126,record,JSON,LD,,,,,,ark:/13030/c8v411k2/
D-633,skip,,alma9981107749003126,record,JSON,LD,,,,,,ark:/13030/c8fb58c4/
D-634,todo,T,alma9981136637303126,record,JSON,LD,,,,,,ark:/13030/c8n01d16/
D-635,skip,,alma9981139558003126,record,JSON,LD,,T,,ark:/13030/c8th8t77/,,ark:/13030/c8th8t77/
D-636,skip,,alma9981166152503126,record,JSON,LD,,,,,,ark:/13030/c87h1r7g/
D-637,skip,,alma9981149648803126,record,JSON,LD,,,,,,ark:/13030/c8pc37z3/
D-638,skip,,alma9981189836603126,record,JSON,LD,,,,,,ark:/13030/c8445t73/
D-639,skip,,,,,,,,,,,ark:/13030/c8765n2d/
D-640,todo,T,alma9981175759903126,record,JSON,LD,,,,,,ark:/13030/c8vd754x/
D-641,skip,,alma9981164560203126,record,JSON,LD,,T,,ark:/13030/c8x63tm3/,,ark:/13030/c8x63tm3/
D-642,skip,,alma9981189735503126,record,JSON,LD,,,,,,ark:/13030/c85x2gpw/
D-643,todo,T,,,,,,,,,,ark:/13030/c8rb7bpj/
D-644,skip,,alma9981189836503126,record,JSON,LD,,T,,ark:/13030/c8vm4k01/,,ark:/13030/c8vm4k01/
D-645,skip,,alma9981189735603126,record,JSON,LD,,,,,,ark:/13030/c8251qx1/
D-647,todo,T,alma9981189729603126,record,JSON,LD,,,,,,ark:/13030/c84x5fjh/
D-648,TEST,T,,,,,,T,,ark:/13030/c8ns11qj/,,ark:/13030/c8ns11qj/
D-649,skip,,alma9981278056003126,record,JSON,LD,,T,,ark:/13030/c82n589x/,,ark:/13030/c82n589x/
D-650,todo,T,alma9981304358803126,record,JSON,LD,,,,,,ark:/13030/c8tb1f05/
D-654,TEST,T,alma9981235053403126,record,JSON,LD,,T,,ark:/13030/c81c23sx/,,ark:/13030/c81c23sx/
D-656,TEST,T,alma9981235153403126,record,JSON,LD,,T,,ark:/13030/c8514557/,,ark:/13030/c8514557/
D-657,skip,,alma9981278055703126,record,JSON,LD,,T,,ark:/13030/c8dz0gb5/,,ark:/13030/c8dz0gb5/
D-669,skip,,alma9981295050403126,record,JSON,LD,,,,,,ark:/13030/c88d03bv/
D-678,skip,,alma9981115652803126,record,JSON,LD,,,,,,ark:/13030/c8r216wj/
D-693,skip,,,,,,,,,,,ark:/13030/c86116mn/
D-694,skip,,,,,,,,,,,ark:/13030/c8gx4jt2/
D-701,skip,,alma9981354959103126,record,JSON,LD,,,,,,ark:/13030/c8765nmk/
D-702,skip,,alma9981325660103126,record,JSON,LD,,,,,,ark:/13030/c83f4wx9/
D-703,todo,T,alma9981403860003126,record,JSON,LD,,,,,,ark:/13030/c8zp4ddz/
MC 256,todo,T,,,,,,T,,ark:/13030/c8gm8829/,,
MC001,TEST,T,alma9981090444803126,record,JSON,LD,,T,,ark:/13030/c8jm2f18/,,ark:/13030/c8jm2f18/
MC002,TEST,T,,,,,,T,,,,ark:/13030/c8rf61st/
MC003,TEST,T,,,,,,T,,ark:/13030/kt0g50356z/,,ark:/13030/kt0g50356z/
MC004,TEST,T,,,,,,T,,,,ark:/13030/c8mp592h/
MC005,TEST,T,alma9981191156503126,record,JSON,LD,,T,,,,ark:/13030/c8gx4jbs/
MC006,TEST,T,alma990032208150403126,record,JSON,LD,,T,,ark:/13030/kt7g5037qv/,,ark:/13030/kt7g5037qv/
MC007,TEST,T,alma990029884340403126,record,JSON,LD,,T,,ark:/13030/kt800033vk,,ark:/13030/kt800033vk/
MC008,TEST,T,alma990003327570403126,record,JSON,LD,,T,,,,ark:/13030/c8c53smc/
MC009,TEST,T,alma9981191355703126,record,JSON,LD,,T,,,,ark:/13030/c83n295q/
MC010,TEST,T,alma9981191355403126,record,JSON,LD,,T,,,,ark:/13030/c87d31w1/
MC011,TEST,T,alma9981210150903126,record,JSON,LD,,T,,,,ark:/13030/c8j67pss/
MC012,TEST,T,alma9981210355503126,record,JSON,LD,,T,,,,ark:/13030/c8df6z2g/
MC013,TEST,T,,,,,,T,,ark:/13030/kt587034hc,,ark:/13030/kt587034hc/
MC014,TEST,T,alma9981210447903126,record,JSON,LD,,T,,,,ark:/13030/c88p66d1/
MC015,TEST,T,alma9981210255603126,record,JSON,LD,,T,,,,ark:/13030/c84173x3/
MC016,TEST,T,alma990003165350403126,record,JSON,LD,,T,,,,ark:/13030/c8086c5b/
MC017,TEST,T,alma9981294850403126,record,JSON,LD,,T,,,,ark:/13030/c8959qfz/
MC018,TEST,T,alma9981219955003126,record,JSON,LD,,T,,,,ark:/13030/c8fj2pnm/
MC019,TEST,T,alma990037710150403126,record,JSON,LD,,T,,,,ark:/13030/c88d0362/
MC020,TEST,T,,,,,,T,,ark:/13030/kt4n39r7rn,,ark:/13030/kt4n39r7rn/
MC021,TEST,T,alma9981295051103126,record,JSON,LD,,T,,,,ark:/13030/c8n87hnj/
MC022,TEST,T,alma990030379750403126,record,JSON,LD,,T,,ark:/13030/kt5p30326c/,,ark:/13030/kt5p30326c/
MC023,skip,,alma9981295049503126,record,JSON,LD,,T,,,,ark:/13030/c8n303tf/
MC024,todo,T,alma9981295049403126,record,JSON,LD,,,,,,ark:/13030/c8d50tv3/
MC025,TEST,T,alma990038910700403126,record,JSON,LD,,T,,ark:/13030/c8wm1hsp/,,ark:/13030/c8wm1hsp/
MC026,TEST,T,alma9981294645703126,record,JSON,LD,,T,,,,ark:/13030/c8m90gkm/
MC027,TEST,T,alma9981294951203126,record,JSON,LD,,T,,,,ark:/13030/c86d60v0/
MC028,TEST,T,alma9981294644903126,record,JSON,LD,,T,,,,ark:/13030/c8xd17jg/
MC029,todo,T,,,,,,T,,,,
MC030,todo,T,,,,,,T,,,,
MC031,TEST,T,alma990032208230403126,record,JSON,LD,,T,,ark:/13030/kt200032x8/,,ark:/13030/kt200032x8/
MC032,TEST,T,alma9981219954803126,record,JSON,LD,,T,,,,ark:/13030/c8280fgj/
MC033,todo,T,,,,,,T,,,,
MC034,todo,T,,,,,,T,,,,
MC035,TEST,T,alma9981234946403126,record,JSON,LD,,T,,,,ark:/13030/c8st7wp9/
MC036,TEST,T,alma990038951220403126,record,JSON,LD,,T,,ark:/13030/c87w6gkb/,,ark:/13030/c87w6gkb/
MC037,TEST,T,alma990029818110403126,record,JSON,LD,,T,,ark:/13030/kt1k40302f/,,ark:/13030/kt1k40302f/
MC038,TEST,T,,,,,,T,,,,ark:/13030/c8xg9z15/
MC039,TEST,T,alma9981294644803126,record,JSON,LD,,T,,,,ark:/13030/c8cz3f1j/
MC040,TEST,T,,,,,,T,,,,ark:/13030/c8pv6s78/
MC041,TEST,T,alma990003079830403126,record,JSON,LD,,T,,,,ark:/13030/c8hq460d/
MC042,TEST,T,alma9981296559203126,record,JSON,LD,,T,,,,ark:/13030/c8ws9144/
MC043,todo,T,,,,,,T,,,,
MC044,todo,T,,,,,,T,,,,
MC045,TEST,T,alma9981235146503126,record,JSON,LD,,T,,,,ark:/13030/c8dj5ngs/
MC046,TEST,T,alma9981295952203126,record,JSON,LD,,T,,,,ark:/13030/c8zk5pjd/
MC047,TEST,T,alma990032208210403126,record,JSON,LD,,T,,ark:/13030/kt8s20396b/,,ark:/13030/kt8s20396b/
MC048,todo,T,,,,,,T,,,,
MC049,TEST,T,,,,,,T,,,,ark:/13030/c8ng4xj3/
MC050,TEST,T,alma9981296450603126,record,JSON,LD,,T,,,,ark:/13030/c87d3217/
MC051,todo,T,,,,,,T,,,,
MC052,TEST,T,alma9981296554703126,record,JSON,LD,,T,,,,ark:/13030/c8qv3td3/
MC053,TEST,T,alma9981299152903126,record,JSON,LD,,T,,,,ark:/13030/c8765n66/
MC054,TEST,T,alma9981298151103126,record,JSON,LD,,T,,,,ark:/13030/c83f4wjc/
MC055,TEST,T,alma9981299560103126,record,JSON,LD,,T,,,,ark:/13030/c8st7wqr/
MC056,TEST,T,alma9981299859903126,record,JSON,LD,,T,,,,ark:/13030/c8348s8z/
MC057,TEST,T,alma9981300360603126,record,JSON,LD,,T,,,,ark:/13030/c86m3dpn/
MC058,todo,T,,,,,,T,,,,
MC059,TEST,T,alma9981300060403126,record,JSON,LD,,T,,,,ark:/13030/c8gm8f65/
MC060,TEST,T,alma9981300360503126,record,JSON,LD,,T,,,,ark:/13030/c84f1xmv/
MC061,TEST,T,alma9981304360203126,record,JSON,LD,,T,,,,ark:/13030/c8pk0p19/
MC062,TEST,T,alma9981304360103126,record,JSON,LD,,T,,,,ark:/13030/c8q2465z/
MC063,TEST,T,alma9981304460203126,record,JSON,LD,,T,,,,ark:/13030/c8sb4cm7/
MC064,todo,T,alma990003165320403126,record,JSON,LD,,T,,,,
MC065,TEST,T,alma9981304659703126,record,JSON,LD,,T,,,,ark:/13030/c8hq45s9/
MC066,TEST,T,alma9981310650703126,record,JSON,LD,,T,,,,ark:/13030/c8s188c8/
MC067,TEST,T,alma9981310759503126,record,JSON,LD,,T,,,,ark:/13030/c8gx4jf4/
MC068,TEST,T,alma9981310852503126,record,JSON,LD,,T,,,,ark:/13030/c8v98g06/
MC069,todo,T,,,,,,T,,,,
MC070,TEST,T,alma9981356560703126,record,JSON,LD,,T,,,,ark:/13030/c8gq74mg/
MC071,todo,T,,,,,,T,,,,
MC072,TEST,T,alma9981219955203126,record,JSON,LD,,T,,,,ark:/13030/c8k93ff7/
MC073,TEST,T,,,,,,T,,ark:/13030/kt209nc61m,,ark:/13030/kt209nc61m/
MC074,TEST,T,alma9981355960503126,record,JSON,LD,,T,,,,ark:/13030/c8kd24sn/
MC075,TEST,T,alma9981355960403126,record,JSON,LD,,T,,,,ark:/13030/c8v4122r/
MC076,todo,T,,,,,,T,,,,
MC077,todo,T,,,,,,T,,,,
MC078,TEST,T,alma9981356260403126,record,JSON,LD,,T,,,,ark:/13030/c8736xtx/
MC079,TEST,T,alma9981356260303126,record,JSON,LD,,T,,,,ark:/13030/c83n2982/
MC080,todo,T,,,,,,T,,,,
MC082,TEST,T,alma990003165270403126,record,JSON,LD,,T,,ark:/13030/c8th8nzk/,,ark:/13030/c8th8nzk/
MC083,todo,T,,,,,,T,,,,
MC084,todo,T,,,,,,T,,,,
MC085,TEST,T,alma990029818140403126,record,JSON,LD,,T,,ark:/13030/kt2s2031bp/,,ark:/13030/kt2s2031bp/
MC086,todo,T,,,,,,T,,,,
MC087,TEST,T,alma990029897560403126,record,JSON,LD,,T,,ark:/13030/kt8779r97g,,ark:/13030/kt8779r97g/
MC088,todo,T,,,,,,T,,,,
MC089,todo,T,,,,,,T,,,,
MC090,TEST,T,,,,,,T,,ark:/13030/kt0r29r4k1,,ark:/13030/kt0r29r4k1/
MC091,TEST,T,,,,,,T,,,,ark:/13030/c8tt4xtp/
MC092,TEST,T,,,,,,T,,,,ark:/13030/c8xk8nd1/
MC093,skip,,,,,,,T,,,,
MC094,todo,T,alma9981090350503126,record,JSON,LD,,,,,,ark:/13030/c8pc35rk/
MC095,TEST,T,,,,,,T,,ark:/13030/kt6779r6p4,,ark:/13030/kt6779r6p4/
MC096,TEST,T,,,,,,T,,,,ark:/13030/c81j9hpx/
MC097,TEST,T,,,,,,T,,,,ark:/13030/c8fb58tz/
MC098,todo,T,,,,,,T,,,,
MC099,TEST,T,,,,,,T,,,,ark:/13030/c8tb1ds2/
MC100,TEST,T,alma990038910710403126,record,JSON,LD,,T,,ark:/13030/c8445qvx/,,ark:/13030/c8445qvx/
MC101,TEST,T,,,,,,T,,,,ark:/13030/c8wm1m9n/
MC102,todo,T,,,,,,T,,,,
MC104,todo,T,,,,,,T,,,,
MC105,TEST,T,alma990036443530403126,record,JSON,LD,,T,,ark:/13030/c8np25r0/,,ark:/13030/c8np25r0/
MC106,TEST,T,,,,,,T,,,,ark:/13030/c8183dd2/
MC107,TEST,T,alma990030379620403126,record,JSON,LD,,T,,ark:/13030/kt68703482,,ark:/13030/kt68703482/
MC108,TEST,T,,,,,,T,,,,ark:/13030/c8rb7bgv/
MC109,TEST,T,,,,,,T,,,,ark:/13030/c851453b/
MC110,todo,T,,,,,,T,,,,
MC111,TEST,T,alma9981235146703126,record,JSON,LD,,T,,,,ark:/13030/c8p27504/
MC112,TEST,T,,,,,,T,,,,ark:/13030/c83t9q35/
MC113,TEST,T,,,,,,T,,,,ark:/13030/c8bv7pjb/
MC114,TEST,T,,,,,,T,,,,ark:/13030/c85m6cm5/
MC115,todo,T,,,,,,T,,,,
MC116,TEST,T,,,,,,T,,,,ark:/13030/c8hh6rz8/
MC117,TEST,T,,,,,,T,,,,ark:/13030/c8445tbf/
MC118,TEST,T,,,,,,T,,,,ark:/13030/c8vm4k58/
MC119,TEST,T,,,,,,T,,,,ark:/13030/c89p37hz/
MC120,todo,T,,,,,,T,,,,
MC121,todo,T,,,,,,T,,,,
MC122,TEST,T,,,,,,T,,,,ark:/13030/c8kp881g/
MC123,TEST,T,,,,,,T,,,,ark:/13030/c87h1rgm/
MC124,TEST,T,alma990003008530403126,record,JSON,LD,,T,,ark:/13030/kt438nf5nm/,,ark:/13030/kt438nf5nm/
MC126,TEST,T,,,,,,T,,ark:/13030/kt6c6035jb,,ark:/13030/kt6c6035jb/
MC127,TEST,T,,,,,,T,,,,ark:/13030/c8dz0g6c/
MC128,TEST,T,,,,,,T,,,,ark:/13030/c8p55vd2/
MC129,todo,T,,,,,,T,,,,
MC130,TEST,T,alma990033411420403126,record,JSON,LD,,T,,ark:/13030/kt5j49s3gp/,,ark:/13030/kt5j49s3gp/
MC132,TEST,T,,,,,,T,,,,ark:/13030/c89c749f/
MC133,TEST,T,,,,,,T,,,,ark:/13030/c8rv0vmc/
MC134,TEST,T,,,,,,T,,,,ark:/13030/c8fn1d47/
MC135,TEST,T,,,,,,T,,,,ark:/13030/c8f195mf/
MC136,TEST,T,,,,,,T,,,,ark:/13030/c85x2gtp/
MC137,skip,,alma990038951250403126,record,JSON,LD,,T,,ark:/13030/c80c5040/,,ark:/13030/c80c5040/
MC138,todo,T,alma9980952258503126,record,JSON,LD,,,,,,ark:/13030/c86h4p27/
MC139,TEST,T,,,,,,T,,,,ark:/13030/c85b08cr/
MC140,TEST,T,,,,,,T,,,,ark:/13030/c82n584p/
MC142,TEST,T,,,,,,T,,,,ark:/13030/c8xw4rn0/
MC143,TEST,T,,,,,,T,,,,ark:/13030/c8bz6cwr/
MC144,TEST,T,,,,,,T,,,,ark:/13030/c84m9bgs/
MC145,TEST,T,alma990034486550403126,record,JSON,LD,,T,,ark:/13030/c86w99dv/,,ark:/13030/c86w99dv/
MC146,TEST,T,,,,,,T,,,,ark:/13030/c8s75p6x/
MC147,TEST,T,,,,,,T,,,,ark:/13030/c8zc88sn/
MC148,TEST,T,,,,,,T,,,,ark:/13030/c8cj8mbd/
MC149,TEST,T,,,,,,T,,,,ark:/13030/c8cv4qmt/
MC150,TEST,T,,,,,,T,,,,ark:/13030/c8ks6zfd/
MC151,TEST,T,,,,,,T,,ark:/13030/kt487033m4,,ark:/13030/kt487033m4/
MC152,TEST,T,,,,,,T,,ark:/13030/kt838nf0t1,,ark:/13030/kt838nf0t1/
MC154,TEST,T,,,,,,T,,ark:/13030/kt0m3nd5k5,,ark:/13030/kt0m3nd5k5/
MC155,TEST,T,,,,,,T,,,,ark:/13030/c8028zfn/
MC156,TEST,T,,,,,,T,,,,ark:/13030/c8mg7wc8/
